-0.01,0.0125,0.0105,0.00575,-0.000125,0.00275,0.001,0.00125,0.009375,-0.00675,0.809,-0.154,0.0025,-0.0055,0.0535,0.00225,-0.01,0.0125,0.0105,0.00575,-0.000125,0.00275,0.001,0.00125,0.009375,-0.00675,0.809,-0.154,0.0025,-0.0055,0.0535,0.00225
-0.01025,0.01225,0.0115,0.006,-0.000125,0.002625,0.001,0.001125,0.00925,-0.00675,0.80925,-0.153,0.00275,-0.0055,0.0535,0.002,-0.01025,0.01225,0.0115,0.006,-0.000125,0.002625,0.001,0.001125,0.00925,-0.00675,0.80925,-0.153,0.00275,-0.0055,0.0535,0.002
-0.01025,0.0125,0.01225,0.00625,-0.00025,0.002625,0.001,0.001125,0.00925,-0.006875,0.809,-0.154,0.00275,-0.0055,0.0535,0.002,-0.01025,0.0125,0.01225,0.00625,-0.00025,0.002625,0.001,0.001125,0.00925,-0.006875,0.809,-0.154,0.00275,-0.0055,0.0535,0.002
-0.01,0.012,0.01325,0.0065,-0.00025,0.0025,0.001,0.001125,0.00925,-0.00675,0.80975,-0.153,0.00275,-0.0055,0.0535,0.002,-0.01,0.012,0.01325,0.0065,-0.00025,0.0025,0.001,0.001125,0.00925,-0.00675,0.80975,-0.153,0.00275,-0.0055,0.0535,0.002
-0.00975,0.012,0.01425,0.00675,-0.00025,0.002625,0.000875,0.001125,0.009125,-0.00675,0.80925,-0.153,0.00275,-0.00575,0.0535,0.002,-0.00975,0.012,0.01425,0.00675,-0.00025,0.002625,0.000875,0.001125,0.009125,-0.00675,0.80925,-0.153,0.00275,-0.00575,0.0535,0.002
-0.01025,0.01225,0.01525,0.00725,-0.000125,0.00275,0.000875,0.001,0.009125,-0.006875,0.80925,-0.153,0.00275,-0.00575,0.0535,0.002,-0.01025,0.01225,0.01525,0.00725,-0.000125,0.00275,0.000875,0.001,0.009125,-0.006875,0.80925,-0.153,0.00275,-0.00575,0.0535,0.002
-0.01025,0.012,0.016,0.00725,-0.000125,0.002625,0.001,0.001125,0.009125,-0.006625,0.809,-0.153,0.00275,-0.00575,0.0535,0.002,-0.01025,0.012,0.016,0.00725,-0.000125,0.002625,0.001,0.001125,0.009125,-0.006625,0.809,-0.153,0.00275,-0.00575,0.0535,0.002
-0.01,0.01175,0.017,0.00775,-0.000125,0.0025,0.001,0.001125,0.009,-0.00675,0.80925,-0.154,0.00275,-0.00575,0.0535,0.002,-0.01,0.01175,0.017,0.00775,-0.000125,0.0025,0.001,0.001125,0.009,-0.00675,0.80925,-0.154,0.00275,-0.00575,0.0535,0.002
-0.01,0.01175,0.018,0.008,-0.000125,0.00275,0.001,0.001125,0.009,-0.00675,0.80925,-0.154,0.00275,-0.006,0.0535,0.002,-0.01,0.01175,0.018,0.008,-0.000125,0.00275,0.001,0.001125,0.009,-0.00675,0.80925,-0.154,0.00275,-0.006,0.0535,0.002
-0.00975,0.01175,0.01925,0.00825,-0.000125,0.00275,0.000875,0.00125,0.009,-0.00675,0.80925,-0.155,0.00275,-0.006,0.0535,0.002,-0.00975,0.01175,0.01925,0.00825,-0.000125,0.00275,0.000875,0.00125,0.009,-0.00675,0.80925,-0.155,0.00275,-0.006,0.0535,0.002
-0.00975,0.012,0.02,0.00875,-0.00025,0.00275,0.001,0.00125,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002,-0.00975,0.012,0.02,0.00875,-0.00025,0.00275,0.001,0.00125,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002
-0.0095,0.01175,0.02125,0.01025,-0.00025,0.00275,0.001,0.001125,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002,-0.0095,0.01175,0.02125,0.01025,-0.00025,0.00275,0.001,0.001125,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002
-0.01,0.0115,0.02225,0.00975,-0.00025,0.00275,0.000875,0.001125,0.009125,-0.006875,0.80925,-0.154,0.00275,-0.00575,0.0535,0.002,-0.01,0.0115,0.02225,0.00975,-0.00025,0.00275,0.000875,0.001125,0.009125,-0.006875,0.80925,-0.154,0.00275,-0.00575,0.0535,0.002
-0.0095,0.01175,0.023,0.01,-0.00025,0.002625,0.000875,0.001125,0.009125,-0.00675,0.809,-0.153,0.00275,-0.00575,0.0535,0.002,-0.0095,0.01175,0.023,0.01,-0.00025,0.002625,0.000875,0.001125,0.009125,-0.00675,0.809,-0.153,0.00275,-0.00575,0.0535,0.002
-0.00975,0.0115,0.02375,0.01075,-0.00025,0.00275,0.00075,0.00125,0.009125,-0.006875,0.80925,-0.154,0.003,-0.00575,0.0535,0.002,-0.00975,0.0115,0.02375,0.01075,-0.00025,0.00275,0.00075,0.00125,0.009125,-0.006875,0.80925,-0.154,0.003,-0.00575,0.0535,0.002
-0.0095,0.01175,0.025,0.01125,-0.000375,0.002875,0.001,0.001125,0.009125,-0.00675,0.80925,-0.153,0.00275,-0.006,0.0535,0.002,-0.0095,0.01175,0.025,0.01125,-0.000375,0.002875,0.001,0.001125,0.009125,-0.00675,0.80925,-0.153,0.00275,-0.006,0.0535,0.002
-0.0095,0.0115,0.026,0.0115,-0.0005,0.00275,0.00075,0.001375,0.009125,-0.006875,0.809,-0.153,0.00275,-0.006,0.0535,0.00225,-0.0095,0.0115,0.026,0.0115,-0.0005,0.00275,0.00075,0.001375,0.009125,-0.006875,0.809,-0.153,0.00275,-0.006,0.0535,0.00225
-0.00975,0.0115,0.0265,0.01225,-0.0005,0.002875,0.00075,0.001375,0.009125,-0.006875,0.80975,-0.154,0.00275,-0.006,0.0535,0.002,-0.00975,0.0115,0.0265,0.01225,-0.0005,0.002875,0.00075,0.001375,0.009125,-0.006875,0.80975,-0.154,0.00275,-0.006,0.0535,0.002
-0.0095,0.0115,0.027,0.0125,-0.0005,0.002875,0.00075,0.001375,0.009125,-0.006875,0.80925,-0.153,0.00275,-0.006,0.0535,0.002,-0.0095,0.0115,0.027,0.0125,-0.0005,0.002875,0.00075,0.001375,0.009125,-0.006875,0.80925,-0.153,0.00275,-0.006,0.0535,0.002
-0.00925,0.01175,0.027,0.013,-0.0005,0.003,0.000875,0.000875,0.00925,-0.006875,0.80875,-0.154,0.00275,-0.00575,0.0535,0.001,-0.00925,0.01175,0.027,0.013,-0.0005,0.003,0.000875,0.000875,0.00925,-0.006875,0.80875,-0.154,0.00275,-0.00575,0.0535,0.001
-0.0095,0.0115,0.027,0.0135,-0.0005,0.002875,0.00075,0.001375,0.00925,-0.006875,0.80925,-0.153,0.00275,-0.006,0.0535,0.002,-0.0095,0.0115,0.027,0.0135,-0.0005,0.002875,0.00075,0.001375,0.00925,-0.006875,0.80925,-0.153,0.00275,-0.006,0.0535,0.002
-0.0095,0.01175,0.02725,0.0135,-0.0005,0.00275,0.00075,0.00125,0.009125,-0.006875,0.80925,-0.153,0.00275,-0.006,0.0535,0.002,-0.0095,0.01175,0.02725,0.0135,-0.0005,0.00275,0.00075,0.00125,0.009125,-0.006875,0.80925,-0.153,0.00275,-0.006,0.0535,0.002
-0.00975,0.01175,0.0275,0.01425,-0.000375,0.002875,0.00075,0.001375,0.009125,-0.007,0.80925,-0.154,0.00275,-0.00625,0.0535,0.002,-0.00975,0.01175,0.0275,0.01425,-0.000375,0.002875,0.00075,0.001375,0.009125,-0.007,0.80925,-0.154,0.00275,-0.00625,0.0535,0.002
-0.00975,0.0115,0.0275,0.01475,-0.000375,0.00275,0.000625,0.001375,0.009125,-0.007,0.80925,-0.154,0.00275,-0.00575,0.0535,0.002,-0.00975,0.0115,0.0275,0.01475,-0.000375,0.00275,0.000625,0.001375,0.009125,-0.007,0.80925,-0.154,0.00275,-0.00575,0.0535,0.002
-0.01,0.01175,0.0275,0.01575,-0.000375,0.002875,0.00075,0.00125,0.009125,-0.006875,0.80925,-0.154,0.0025,-0.006,0.05375,0.002,-0.01,0.01175,0.0275,0.01575,-0.000375,0.002875,0.00075,0.00125,0.009125,-0.006875,0.80925,-0.154,0.0025,-0.006,0.05375,0.002
-0.00975,0.0115,0.0275,0.016,-0.000375,0.003,0.00075,0.00125,0.009,-0.007,0.80975,-0.155,0.0025,-0.006,0.0535,0.002,-0.00975,0.0115,0.0275,0.016,-0.000375,0.003,0.00075,0.00125,0.009,-0.007,0.80975,-0.155,0.0025,-0.006,0.0535,0.002
-0.00975,0.01125,0.0275,0.01675,-0.00025,0.003,0.000875,0.001125,0.009,-0.006875,0.80925,-0.153,0.00275,-0.006,0.05325,0.002,-0.00975,0.01125,0.0275,0.01675,-0.00025,0.003,0.000875,0.001125,0.009,-0.006875,0.80925,-0.153,0.00275,-0.006,0.05325,0.002
-0.00975,0.01125,0.02775,0.01775,-0.0005,0.002875,0.00075,0.001375,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002,-0.00975,0.01125,0.02775,0.01775,-0.0005,0.002875,0.00075,0.001375,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002
-0.01,0.01125,0.0275,0.01825,-0.000375,0.003,0.00075,0.00125,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002,-0.01,0.01125,0.0275,0.01825,-0.000375,0.003,0.00075,0.00125,0.009,-0.006875,0.80925,-0.154,0.00275,-0.006,0.0535,0.002
-0.0095,0.01125,0.02775,0.01875,-0.000375,0.003125,0.000875,0.00125,0.009,-0.007,0.809,-0.154,0.003,-0.006,0.0535,0.002,-0.0095,0.01125,0.02775,0.01875,-0.000375,0.003125,0.000875,0.00125,0.009,-0.007,0.809,-0.154,0.003,-0.006,0.0535,0.002
-0.01,0.011,0.02775,0.0195,-0.0005,0.003125,0.00075,0.00125,0.009,-0.007,0.80925,-0.153,0.0025,-0.00625,0.0535,0.002,-0.01,0.011,0.02775,0.0195,-0.0005,0.003125,0.00075,0.00125,0.009,-0.007,0.80925,-0.153,0.0025,-0.00625,0.0535,0.002
-0.01,0.01125,0.02775,0.0205,-0.0005,0.003,0.000625,0.0015,0.009,-0.007,0.809,-0.153,0.00275,-0.006,0.0535,0.002,-0.01,0.01125,0.02775,0.0205,-0.0005,0.003,0.000625,0.0015,0.009,-0.007,0.809,-0.153,0.00275,-0.006,0.0535,0.002
